user_id,listing_id,auditing_date,due_date,due_amt,term,rate,principal,repay_listing_nunique,listing_date_diff,gender,age,cell_province,id_province,id_city,waiting_day,repay_day_mode,repay_weekday_mode,diff_day_mean,diff_day_min,diff_day_max,diff_day_median,diff_day_mode,diff_day_std,repay_date_nunique,repay_date_radio,label
57953,3395468,2018-05-15,2018-06-15,173.9959,9,7.2,1520,4,48.0,男,39,c06,c06,c06106,956,25.0,2.0,2.4444444444444446,0.0,12.0,1.0,0.0,3.811532208676424,8.0,0.8,0
157185,4538910,2018-09-27,2018-10-27,165.6042,6,8.3,970,3,13.0,男,24,c21,c21,c21240,878,14.0,4.0,3.0,3.0,3.0,3.0,3.0,,1.0,0.5,0
68299,3015804,2018-04-13,2018-05-13,489.936,9,7.2,4280,15,28.0,男,25,c17,c17,c17041,893,19.0,0.0,5.018867924528302,0.0,29.0,3.0,3.0,5.8654482615690755,22.0,0.28205128205128205,0
166298,4887122,2018-11-10,2018-12-10,236.83,6,7.6,1390,5,162.0,男,29,c04,c04,c04270,922,1.0,0.0,0.06666666666666668,0.0,1.0,0.0,0.0,0.2581988897471611,14.0,0.9333333333333332,0
230314,3895460,2018-07-03,2018-08-03,349.6862,6,8.0,2050,16,20.0,男,43,c12,c12,c12088,700,28.0,0.0,2.7906976744186047,0.0,30.0,0.0,0.0,7.851472835852985,29.0,0.6744186046511628,0
32095,5123128,2018-12-14,2019-01-14,1719.5873,3,6.9,5100,3,34.0,男,26,c23,c23,c23141,1291,11.0,6.0,29.0,29.0,29.0,29.0,29.0,,1.0,0.16666666666666666,30
501139,3720960,2018-06-12,2018-07-12,761.2323,9,7.2,6650,3,244.0,男,45,c21,c21,\N,406,9.0,1.0,1.3333333333333333,0.0,3.0,1.5,0.0,1.2110601416389968,5.0,0.8333333333333334,2
675795,4165293,2018-08-09,2018-09-09,1567.2662,6,8.3,9180,1,,男,29,c08,c08,c08157,341,,,,,,,,,,,1
819795,4887208,2018-11-10,2018-12-10,452.6897,6,7.2,2660,2,236.0,男,28,c08,c08,c08025,253,18.0,4.0,4.0,1.0,9.0,3.0,1.0,3.3466401061363023,6.0,1.0,2
92318,3484394,2018-05-22,2018-06-22,195.7454,9,7.2,1710,4,183.0,男,27,c02,c02,c02334,902,12.0,0.0,2.7857142857142856,0.0,28.0,0.5,0.0,7.329377887636863,14.0,1.0,1
587452,3714310,2018-06-11,2018-07-11,72.1167,9,7.2,630,8,18.0,男,32,c04,c25,c25199,344,8.0,3.0,0.6923076923076923,0.0,3.0,1.0,0.0,0.8548504142651103,13.0,1.0,32
329156,5096142,2018-12-11,2019-01-11,539.4836,6,7.2,3170,4,60.0,男,34,c23,c23,c23141,769,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,32
106046,2896760,2018-04-04,2018-05-04,258.7701,12,8.3,2970,3,330.0,男,24,c04,c05,c05296,823,31.0,3.0,2.142857142857143,0.0,7.0,1.0,0.0,2.672612419124244,8.0,0.4,0
827335,4952209,2018-11-20,2018-12-20,102.1022,12,8.6,1170,2,117.0,男,20,\N,c27,c27153,263,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3
305892,2559906,2018-03-08,2018-04-08,83.3318,12,7.6,960,6,72.0,男,35,c04,c31,c31255,491,25.0,4.0,1.1,0.0,3.0,1.0,1.0,0.8755950357709132,10.0,1.0,2
673531,5154131,2018-12-19,2019-01-19,146.5229,9,7.2,1280,18,4.0,男,41,c04,c04,c04125,473,19.0,2.0,13.65,2.0,29.0,10.0,2.0,10.006708276267263,14.0,0.14432989690721648,28
832718,3565900,2018-05-29,2018-06-29,237.5142,6,8.6,1390,2,46.0,男,24,c13,c13,c13276,57,25.0,3.0,18.0,17.0,19.0,18.0,17.0,1.4142135623730951,2.0,1.0,32
604480,4943933,2018-11-19,2018-12-19,212.525,3,7.2,630,3,29.0,男,22,c06,c06,c06095,474,14.0,2.0,9.714285714285714,3.0,23.0,8.0,8.0,6.26403186758299,7.0,0.5833333333333334,20
560504,3887153,2018-07-01,2018-08-01,90.4321,9,7.2,790,3,184.0,女,36,c28,c28,c28211,394,26.0,0.0,2.4285714285714284,0.0,7.0,3.0,3.0,2.439750182371333,7.0,1.0,6
144973,2130577,2018-01-27,2018-02-27,1266.0495,9,7.2,11060,3,258.0,女,28,c31,c23,c23141,665,4.0,0.0,5.4,3.0,10.0,5.0,5.0,2.7018512172212596,6.0,0.4,3
393432,4178681,2018-08-11,2018-09-11,571.9325,6,8.3,3350,7,60.0,男,24,c25,c25,c25144,555,18.0,2.0,0.7777777777777778,0.0,10.0,0.0,0.0,2.3403256574687497,15.0,0.8333333333333334,32
910995,5016460,2018-11-30,2018-12-30,679.8088,12,8.6,7790,2,54.0,女,33,c22,c12,c12117,59,11.0,6.0,13.0,0.0,26.0,13.0,0.0,18.384776310850235,2.0,0.3333333333333333,0
442346,2314169,2018-02-13,2018-03-13,159.1147,9,7.2,1390,20,6.0,女,37,c01,c01,c01328,348,13.0,2.0,3.1515151515151514,0.0,31.0,1.0,0.0,6.136813698880559,60.0,0.5714285714285714,1
429059,4495746,2018-09-21,2018-10-21,394.6893,3,7.2,1170,8,2.0,男,35,c07,c07,c07177,568,26.0,0.0,0.2727272727272727,0.0,1.0,0.0,0.0,0.4670993664969138,11.0,1.0,3
17641,3093883,2018-04-20,2018-05-20,396.0697,9,7.2,3460,1,,男,32,c22,c23,c23141,1204,,,,,,,,,,,0
317148,3246393,2018-05-02,2018-06-02,164.8382,9,7.2,1440,18,12.0,男,45,c04,c25,c25074,546,26.0,1.0,4.090909090909091,0.0,31.0,2.0,1.0,6.519445624235033,35.0,0.5147058823529411,0
266191,3098951,2018-04-20,2018-05-20,291.9417,6,8.3,1710,18,28.0,男,37,c06,c06,c06266,595,25.0,2.0,1.808219178082192,0.0,31.0,0.0,0.0,5.966707481812392,41.0,0.5394736842105263,0
84431,3012818,2018-04-13,2018-05-13,225.5079,9,7.2,1970,14,17.0,男,36,c14,c06,c06119,846,1.0,1.0,0.3333333333333333,0.0,4.0,0.0,0.0,0.8983415518941831,31.0,0.6888888888888889,32
127438,4612204,2018-10-08,2018-11-08,292.3439,12,8.6,3350,8,35.0,男,29,c04,c04,c04251,950,2.0,0.0,4.5625,0.0,15.0,3.0,3.0,4.242149612323137,10.0,0.35714285714285715,5
489573,2350532,2018-02-17,2018-03-17,144.9917,6,8.0,850,5,39.0,男,24,c09,c09,c09205,321,7.0,2.0,5.6,0.0,20.0,2.0,2.0,7.290785661062569,11.0,1.0,0
108530,3450800,2018-05-19,2018-06-19,848.2303,9,7.2,7410,4,348.0,男,25,c13,c23,c23141,837,4.0,3.0,0.6363636363636364,0.0,3.0,0.0,0.0,0.9244162777371754,12.0,1.0,0
342055,3669167,2018-06-07,2018-07-07,1153.3971,6,8.6,6750,13,48.0,女,30,c08,c08,c08175,552,3.0,0.0,3.236842105263158,0.0,12.0,2.0,0.0,3.4440250691738803,32.0,0.8205128205128205,0
462867,3331930,2018-05-09,2018-06-09,461.3182,9,7.2,4030,4,36.0,男,23,c07,c19,c19104,402,1.0,2.0,0.75,0.0,2.0,0.5,0.0,0.9574271077563382,5.0,0.8333333333333334,6
684173,4919915,2018-11-15,2018-12-15,197.4135,6,7.2,1160,8,37.0,男,31,c04,c06,c06119,409,23.0,5.0,9.222222222222221,1.0,31.0,5.0,1.0,12.296115014281723,12.0,0.2608695652173913,24
343015,5111714,2018-12-13,2019-01-13,615.5334,6,6.9,3620,3,60.0,男,30,c22,c17,c17096,741,11.0,0.0,4.142857142857143,0.0,8.0,4.0,3.0,2.5448360411214077,6.0,0.8571428571428571,3
637390,2116897,2018-01-25,2018-02-25,484.2124,9,7.2,4230,4,59.0,女,25,c04,c04,c04270,176,27.0,0.0,1.6666666666666667,0.0,3.0,2.0,0.0,1.5275252316519463,4.0,0.4,0
352113,3026219,2018-04-14,2018-05-14,232.1874,6,8.3,1360,12,15.0,男,33,c21,c21,c21226,498,18.0,1.0,4.620689655172415,0.0,22.0,1.0,1.0,6.673047028925116,24.0,0.7058823529411765,1
778908,3333681,2018-05-09,2018-06-09,99.5897,9,7.2,870,2,110.0,男,22,\N,c09,c09046,127,19.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.5773502691896258,3.0,1.0,1
495193,1990047,2018-01-13,2018-02-13,282.7434,9,7.2,2470,3,79.0,男,42,c05,c05,c05204,256,14.0,1.0,3.0,0.0,12.0,1.0,0.0,5.0990195135927845,5.0,0.8333333333333334,1
875635,4913763,2018-11-14,2018-12-14,873.7139,3,7.2,2590,3,140.0,男,35,c02,c02,c02002,165,3.0,4.0,16.0,4.0,28.0,16.0,4.0,16.97056274847714,4.0,0.3333333333333333,13
606550,3040677,2018-04-15,2018-05-15,100.7345,9,7.2,880,3,218.0,男,22,c02,c02,c02036,256,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6666666666666666,32
238362,3126542,2018-04-22,2018-05-22,180.9695,6,8.3,1060,11,1.0,男,25,c02,c02,c02321,586,3.0,5.0,11.066666666666665,0.0,26.0,14.0,19.0,9.661903588443684,12.0,0.24489795918367346,28
575685,2106328,2018-01-24,2018-02-24,757.3193,6,7.2,4450,3,43.0,女,36,c02,c02,c02139,206,10.0,2.0,19.75,9.0,27.0,21.5,9.0,7.632168761236874,4.0,0.8,12
20151,3611904,2018-06-02,2018-07-02,428.8927,6,8.6,2510,11,30.0,男,35,c12,c12,c12234,1158,1.0,2.0,1.7254901960784317,0.0,31.0,1.0,1.0,4.308495938828533,29.0,0.4603174603174603,0
418388,4580095,2018-10-03,2018-11-03,1888.2313,6,8.3,11060,6,175.0,女,27,c27,c27,c27010,357,1.0,2.0,1.0909090909090908,0.0,12.0,0.0,0.0,3.618136134933164,12.0,0.42857142857142855,0
22770,5109916,2018-12-12,2019-01-12,192.1416,6,6.9,1130,23,30.0,男,29,c12,c12,c12305,1259,12.0,0.0,5.878378378378378,0.0,31.0,1.0,0.0,10.21542307333364,35.0,0.4268292682926829,32
6972,4841240,2018-11-05,2018-12-05,197.223,12,8.6,2260,12,9.0,女,26,c23,c23,c23141,1543,22.0,1.0,4.722222222222221,0.0,31.0,1.5,0.0,7.550254910024508,28.0,0.5185185185185185,0
407809,3238483,2018-05-01,2018-06-01,515.5929,6,8.3,3020,2,204.0,男,25,c28,c28,c28279,453,1.0,2.0,12.0,5.0,18.0,13.0,5.0,6.5574385243019995,4.0,0.6666666666666666,0
750895,3000760,2018-04-12,2018-05-12,232.3761,9,7.2,2030,2,121.0,男,28,c02,c02,c02182,131,11.0,6.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.5773502691896258,3.0,1.0,0
427549,3873845,2018-06-30,2018-07-30,127.934,6,8.0,750,8,36.0,男,24,c04,c04,c04125,449,20.0,2.0,3.7894736842105265,0.0,18.0,3.0,1.0,4.289249447014414,15.0,0.75,32
22481,3500890,2018-05-23,2018-06-23,258.7045,9,7.2,2260,5,278.0,女,35,c22,c22,c22308,1147,2.0,5.0,16.8,0.0,27.0,20.0,0.0,10.183319694480772,2.0,0.2222222222222222,0
709434,4356993,2018-09-04,2018-10-04,1831.8917,6,8.3,10730,1,,女,27,c04,c04,c04125,337,,,,,,,,,,,32
115378,4660764,2018-10-15,2018-11-15,388.3374,12,8.6,4450,18,27.0,男,25,c26,c23,c23141,809,6.0,2.0,2.1411764705882352,0.0,25.0,0.0,0.0,4.894488983434694,69.0,0.7263157894736842,0
521945,4644596,2018-10-13,2018-11-13,3786.7062,6,8.3,22180,2,503.0,女,30,c31,c31,c31274,529,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
414655,2277978,2018-02-10,2018-03-10,144.6564,6,7.2,850,1,,男,22,c11,c11,c11111,373,,,,,,,,,,,1
362954,2588621,2018-03-10,2018-04-10,1190.4987,9,7.2,10400,4,122.0,女,28,c02,c02,c02182,432,10.0,5.0,5.764705882352941,0.0,30.0,0.0,0.0,11.442953135908065,14.0,0.5384615384615384,0
469626,3700560,2018-06-09,2018-07-09,159.1147,9,7.2,1390,8,40.0,男,32,c02,c02,c02035,367,1.0,2.0,1.3157894736842106,0.0,5.0,1.0,0.0,1.6347827439397078,11.0,0.4230769230769231,32
611721,3341990,2018-05-09,2018-06-09,83.7761,12,8.6,960,7,53.0,男,26,c19,c19,c19203,280,1.0,0.0,5.533333333333332,0.0,26.0,3.0,0.0,7.259148579223193,10.0,0.5555555555555556,8
519979,2596705,2018-03-11,2018-04-11,945.0062,6,8.0,5540,3,131.0,男,32,c04,c04,c04152,313,27.0,2.0,0.2,0.0,1.0,0.0,0.0,0.4216370213557839,10.0,1.0,0
664820,2234200,2018-02-06,2018-03-06,107.6027,9,7.2,940,7,34.0,男,21,c18,c18,c18011,157,3.0,2.0,7.333333333333332,0.0,26.0,1.0,0.0,9.67971950507708,10.0,0.43478260869565216,32
128964,5078660,2018-12-08,2019-01-08,110.5239,6,6.9,650,11,23.0,女,28,c04,c04,c04102,768,1.0,2.0,0.3181818181818182,0.0,3.0,0.0,0.0,0.8937009000226522,23.0,0.696969696969697,32
250416,3189111,2018-04-27,2018-05-27,121.3392,9,7.2,1060,6,57.0,男,27,c04,c04,c04137,602,27.0,4.0,4.166666666666667,0.0,21.0,1.5,0.0,6.534291828267978,12.0,1.0,1
699560,4166795,2018-08-09,2018-09-09,72.1167,9,7.2,630,13,52.0,男,23,c19,c19,c19202,311,17.0,0.0,10.9,1.0,31.0,6.5,1.0,9.700118952482372,24.0,0.3582089552238806,1
670080,4954348,2018-11-21,2018-12-21,687.5438,6,7.2,4040,5,60.0,男,27,c08,c08,c08333,293,22.0,5.0,1.5833333333333333,0.0,12.0,0.0,0.0,3.8484550225520455,12.0,1.0,0
430987,4667913,2018-10-16,2018-11-16,531.4552,12,8.6,6090,5,29.0,男,36,c05,c05,c05103,593,20.0,0.0,1.8571428571428568,0.0,5.0,2.0,0.0,1.7913099142223294,7.0,0.5,1
393407,2471075,2018-03-01,2018-04-01,272.9258,6,8.0,1600,4,18.0,女,29,c25,c25,c25049,392,1.0,2.0,3.0,0.0,5.0,4.0,0.0,2.6457513110645907,3.0,1.0,0
226982,2892015,2018-04-04,2018-05-04,1586.3824,6,8.0,9300,3,260.0,男,28,c21,c21,c21293,610,24.0,2.0,1.4545454545454546,0.0,5.0,1.0,1.0,1.507556722888818,11.0,1.0,1
415130,5175256,2018-12-24,2019-01-24,1545.3589,9,7.2,13500,15,70.0,女,31,c04,c04,c04270,586,23.0,5.0,8.109375,0.0,28.0,3.0,2.0,8.718011254758462,36.0,0.4556962025316456,2
343776,4862544,2018-11-07,2018-12-07,540.1089,6,7.6,3170,4,36.0,男,38,c17,c17,c17041,705,28.0,4.0,1.1111111111111112,0.0,8.0,0.0,0.0,2.619372274250285,8.0,0.8888888888888888,1
762940,2359855,2018-02-19,2018-03-19,385.5078,6,8.0,2260,4,23.0,男,21,c11,c11,c11017,56,5.0,4.0,25.66666666666667,25.0,27.0,25.0,25.0,1.1547005383792517,7.0,0.3333333333333333,11
194280,4782194,2018-10-29,2018-11-29,199.3462,6,7.6,1170,8,10.0,女,23,c21,c21,c21299,879,12.0,4.0,11.444444444444445,0.0,28.0,9.0,0.0,12.032363765186696,4.0,0.12121212121212123,32
592762,3139296,2018-04-23,2018-05-23,97.3003,9,7.2,850,11,32.0,男,41,c04,c04,c04125,242,25.0,3.0,1.78125,0.0,6.0,1.0,1.0,1.6988492310023922,24.0,0.75,3
858466,4153384,2018-08-07,2018-09-07,613.9611,3,7.2,1820,2,72.0,女,22,c04,c05,c05145,97,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
334255,3575753,2018-05-30,2018-06-30,455.5946,9,7.2,3980,8,69.0,男,31,c22,c22,c22308,544,1.0,2.0,0.125,0.0,1.0,0.0,0.0,0.3535533905932738,8.0,0.4,0
13773,3189067,2018-04-27,2018-05-27,168.2724,9,7.2,1470,9,30.0,男,29,c04,c04,c04331,1182,26.0,1.0,2.708333333333333,0.0,23.0,1.0,0.0,5.034482544686557,16.0,0.6153846153846154,32
653124,2766502,2018-03-25,2018-04-25,199.5771,6,8.0,1170,2,181.0,女,20,c28,c03,c03223,204,1.0,2.0,2.75,0.0,6.0,2.5,0.0,2.7537852736430506,5.0,1.0,0
725107,4249324,2018-08-21,2018-09-21,483.4584,12,8.6,5540,3,62.0,男,29,c25,c25,c25144,292,16.0,4.0,11.75,0.0,28.0,9.5,0.0,12.867918764638409,5.0,1.0,25
916715,5031663,2018-12-02,2019-01-02,756.664,6,6.9,4450,2,31.0,女,33,c25,c25,c25140,30,12.0,0.0,19.0,19.0,19.0,19.0,19.0,,1.0,0.16666666666666666,2
733512,2236014,2018-02-06,2018-03-06,199.1154,6,7.2,1170,2,74.0,男,25,c26,c26,c26047,96,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
713793,5084318,2018-12-09,2019-01-09,125.8272,6,6.9,740,1,,女,19,c31,c31,c31274,402,,,,,,,,,,,0
834894,4831628,2018-11-04,2018-12-04,917.5683,3,7.2,2720,2,108.0,男,26,c17,c26,c26165,216,4.0,0.0,11.0,7.0,15.0,11.0,7.0,4.0,3.0,1.0,8
249920,2950915,2018-04-09,2018-05-09,1062.2911,9,7.2,9280,5,105.0,女,36,c06,c06,c06266,584,5.0,1.0,0.7142857142857143,0.0,3.0,1.0,1.0,0.825420305855557,15.0,0.75,0
888702,4965888,2018-11-22,2018-12-22,125.9362,6,7.2,740,3,26.0,男,40,c02,c02,c02321,143,16.0,4.0,4.0,0.0,11.0,0.0,0.0,5.522680508593631,4.0,0.25,0
898204,4935585,2018-11-18,2018-12-18,236.5559,6,7.2,1390,3,31.0,男,46,c17,c17,c17246,108,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
736609,3680833,2018-06-08,2018-07-08,287.1219,3,8.0,850,6,33.0,男,23,c08,c27,c27124,218,27.0,1.0,2.142857142857143,0.0,25.0,0.0,0.0,6.596702472939303,15.0,1.0,0
303506,5046155,2018-12-04,2019-01-04,166.6361,6,6.9,980,4,42.0,男,36,c04,c04,c04069,762,17.0,0.0,1.0,0.0,4.0,1.0,0.0,1.1547005383792517,11.0,0.8461538461538461,0
636595,4203978,2018-08-14,2018-09-14,213.4076,6,8.3,1250,8,23.0,女,23,c12,c12,c12190,250,4.0,2.0,1.1304347826086956,0.0,7.0,0.0,0.0,1.8902704911319619,22.0,0.8461538461538461,0
740117,3125834,2018-04-22,2018-05-22,233.5209,9,7.2,2040,2,125.0,男,20,c04,c04,c04069,171,17.0,2.0,0.5,0.0,1.0,0.5,0.0,0.5773502691896257,4.0,1.0,0
148216,3358076,2018-05-11,2018-06-11,1072.5935,9,7.2,9370,13,139.0,女,22,c21,c21,c21034,769,13.0,4.0,17.545454545454547,0.0,31.0,19.0,30.0,10.40760211663483,28.0,0.3636363636363637,1
467166,2900826,2018-04-04,2018-05-04,412.8005,6,8.0,2420,9,68.0,男,22,c26,c26,c26047,367,8.0,6.0,1.9,0.0,10.0,1.0,1.0,2.2946714887711717,18.0,0.5806451612903226,32
538328,2826676,2018-03-30,2018-04-30,291.6896,6,8.0,1710,4,68.0,男,36,c11,c11,c11245,301,20.0,1.0,6.333333333333332,1.0,21.0,2.0,2.0,6.745368781616022,9.0,1.0,3
507831,4763663,2018-10-27,2018-11-27,291.3522,6,7.6,1710,2,529.0,女,23,c20,c20,c20188,543,23.0,4.0,,,,,,,1.0,1.0,2
481687,3878784,2018-06-30,2018-07-30,477.6203,6,8.0,2800,8,34.0,男,29,c02,c17,c17179,454,15.0,6.0,16.235294117647058,8.0,28.0,15.0,11.0,5.8259056352285885,9.0,0.5294117647058824,11
602974,3857136,2018-06-27,2018-07-27,153.7862,6,8.6,900,6,188.0,男,22,c20,c20,c20188,329,27.0,2.0,0.5333333333333333,0.0,3.0,0.0,0.0,1.0600988273786194,16.0,0.8888888888888888,0
689031,3703716,2018-06-10,2018-07-10,283.8881,9,7.2,2480,7,44.0,女,22,c25,c25,c25140,251,10.0,6.0,20.0,0.0,31.0,28.0,30.0,12.446248065545332,14.0,0.4827586206896552,31
399417,2692232,2018-03-20,2018-04-20,328.5318,9,7.2,2870,3,5.0,男,27,c11,c11,c11273,406,14.0,2.0,29.0,29.0,29.0,29.0,29.0,,2.0,1.0,0
788428,3585639,2018-05-31,2018-06-30,195.7454,9,7.2,1710,3,53.0,男,33,c29,c29,c29298,149,1.0,2.0,1.3333333333333333,0.0,3.0,1.0,0.0,1.5275252316519463,4.0,0.8,0
159304,4627912,2018-10-10,2018-11-10,571.9325,6,8.3,3350,21,4.0,男,28,c26,c26,c26165,726,20.0,0.0,3.290322580645161,0.0,31.0,0.0,0.0,6.7493462871652925,44.0,0.5432098765432098,0
851130,4610788,2018-10-08,2018-11-08,107.5574,6,8.3,630,5,13.0,男,22,c05,c05,c05192,159,31.0,1.0,16.333333333333332,5.0,23.0,21.0,5.0,9.865765724632496,3.0,0.2,13
561926,2536528,2018-03-06,2018-04-06,392.331,6,8.0,2300,3,117.0,男,33,c16,c16,c16306,277,2.0,1.0,0.125,0.0,1.0,0.0,0.0,0.3535533905932738,9.0,1.0,32
95790,3575960,2018-05-30,2018-06-30,199.9221,6,8.6,1170,10,27.0,女,30,c17,c17,c17284,879,3.0,2.0,4.523809523809524,0.0,21.0,1.0,0.0,5.8448186252359235,15.0,0.6,29
803138,4325614,2018-08-31,2018-09-30,102.1022,12,8.6,1170,3,1.0,男,26,c01,c01,c01307,210,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,32
115317,3539897,2018-05-26,2018-06-26,780.6924,9,7.2,6820,3,64.0,男,40,c20,c20,c20089,844,23.0,2.0,3.8,0.0,18.0,0.0,0.0,7.9498427657407165,6.0,0.8571428571428571,2
374633,4380671,2018-09-07,2018-10-07,1135.3289,6,8.3,6650,4,106.0,女,27,c05,c05,c05021,613,9.0,1.0,0.07692307692307693,0.0,1.0,0.0,0.0,0.2773500981126146,13.0,1.0,0
259380,4596162,2018-10-06,2018-11-06,851.9234,6,8.3,4990,5,36.0,男,37,c02,c02,c02018,764,8.0,5.0,16.4,6.0,29.0,15.0,6.0,9.235799911215056,7.0,0.35,11
640998,2023942,2018-01-17,2018-02-17,97.3003,9,7.2,850,1,,男,20,c20,c29,c29128,137,,,,,,,,,,,3
431884,3723380,2018-06-12,2018-07-12,237.5142,6,8.6,1390,10,15.0,男,23,c13,c13,c13059,452,16.0,2.0,6.0,0.0,17.0,2.0,0.0,7.502380574571934,7.0,0.3684210526315789,1
624816,3493891,2018-05-22,2018-06-22,73.2614,9,7.2,640,4,120.0,女,25,c04,c25,c25074,293,21.0,2.0,5.285714285714286,0.0,31.0,1.5,1.0,8.27813218833044,9.0,0.6428571428571429,2
8729,3822620,2018-06-24,2018-07-24,184.2983,9,7.2,1610,13,56.0,男,25,c27,c27,c27010,1359,21.0,3.0,3.333333333333333,0.0,14.0,2.0,0.0,3.723390439322253,27.0,0.4576271186440678,3
47847,2185315,2018-02-01,2018-03-01,854.3242,6,7.2,5020,7,115.0,男,29,c31,c31,c31288,883,9.0,2.0,0.2727272727272727,0.0,1.0,0.0,0.0,0.4558423058385517,19.0,0.7037037037037037,0
103955,3472432,2018-05-21,2018-06-21,351.426,9,7.2,3070,5,63.0,男,28,c11,c11,c11098,807,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.75,32
388748,4857218,2018-11-06,2018-12-06,445.061,12,8.6,5100,4,50.0,女,37,c30,c30,c30271,673,3.0,0.0,0.4,0.0,3.0,0.0,0.0,0.9660917830792958,10.0,1.0,0
457152,2828920,2018-03-30,2018-04-30,1696.4606,9,7.2,14820,3,210.0,男,25,c25,c03,c03123,362,1.0,3.0,2.888888888888889,0.0,24.0,0.0,0.0,7.928499928177532,10.0,0.9090909090909092,32
491067,3233421,2018-05-01,2018-06-01,583.8022,9,7.2,5100,4,249.0,男,39,c28,c28,c28112,364,14.0,3.0,3.875,0.0,18.0,0.5,0.0,6.833478511814357,7.0,0.875,1
489589,5100466,2018-12-11,2019-01-11,762.0132,3,6.9,2260,4,40.0,男,21,c09,c09,c09313,588,16.0,1.0,5.125,2.0,18.0,3.0,3.0,5.356904756613521,7.0,0.5384615384615384,14
332085,4518070,2018-09-24,2018-10-24,199.7496,6,8.3,1170,13,86.0,男,27,c27,c27,c27051,480,23.0,0.0,11.6,0.0,27.0,12.0,12.0,7.949102798059517,22.0,0.3606557377049181,23
666511,2807163,2018-03-28,2018-04-28,397.4484,6,8.0,2330,4,1.0,男,28,c22,c12,c12007,207,12.0,0.0,7.571428571428571,1.0,12.0,9.0,10.0,3.779644730092272,6.0,0.8571428571428571,15
388876,4453911,2018-09-16,2018-10-16,391.3159,3,7.2,1160,2,419.0,男,21,c08,c08,c08087,622,13.0,6.0,,,,,,,1.0,0.2,16
468367,3211766,2018-04-29,2018-05-29,140.7993,9,7.2,1230,3,43.0,男,27,c04,c30,c30271,392,13.0,4.0,2.1666666666666665,0.0,5.0,2.0,0.0,2.136976056643281,5.0,0.8333333333333334,14
192179,5080687,2018-12-08,2019-01-08,212.4196,3,6.9,630,3,36.0,男,31,c04,c11,c11245,919,16.0,5.0,0.8,0.0,2.0,1.0,0.0,0.8366600265340756,5.0,1.0,1
309808,3367828,2018-05-12,2018-06-12,861.9668,9,7.2,7530,4,326.0,男,38,c22,c03,c03325,556,15.0,2.0,2.5,1.0,6.0,1.5,1.0,2.3804761428476158,3.0,0.75,1
565261,3221151,2018-04-30,2018-05-30,761.2323,9,7.2,6650,5,53.0,女,37,c05,c05,c05147,302,20.0,1.0,0.5333333333333333,0.0,2.0,0.0,0.0,0.8338093878327919,12.0,0.8,0
698157,4010780,2018-07-16,2018-08-16,126.3372,6,8.3,740,9,13.0,男,20,c05,c05,c05126,287,16.0,0.0,11.1,0.0,29.0,9.5,0.0,10.11544473674896,12.0,0.8,4
12464,4456828,2018-09-16,2018-10-16,438.7661,6,8.3,2570,9,35.0,男,34,c12,c12,c12135,1414,6.0,3.0,0.35,0.0,2.0,0.0,0.0,0.6708203932499369,16.0,0.8,0
615371,3406524,2018-05-16,2018-06-16,109.8921,9,7.2,960,6,19.0,男,38,c25,c25,c25049,287,9.0,5.0,1.8823529411764703,0.0,6.0,2.0,0.0,2.0579830217101063,15.0,0.8823529411764706,0
180361,3731725,2018-06-12,2018-07-12,138.5099,9,7.2,1210,7,33.0,男,24,c20,c20,c20188,740,29.0,2.0,1.4444444444444444,0.0,20.0,0.0,0.0,4.6806513149375,16.0,0.8,0
206719,2705107,2018-03-21,2018-04-21,233.5209,9,7.2,2040,18,22.0,女,25,c20,c20,c20176,627,18.0,4.0,3.452830188679245,0.0,27.0,3.0,3.0,4.802107060510997,25.0,0.3623188405797101,4
567105,2451270,2018-02-28,2018-03-28,581.6734,6,8.0,3410,8,102.0,女,27,c28,c28,c28130,241,4.0,2.0,0.05263157894736842,0.0,1.0,0.0,0.0,0.22941573387056174,19.0,0.9047619047619048,0
619510,2739769,2018-03-23,2018-04-23,114.2875,6,8.0,670,5,37.0,女,33,c29,c29,c29219,233,12.0,0.0,0.5555555555555556,0.0,2.0,0.0,0.0,0.7264831572567789,9.0,1.0,9
847547,3504910,2018-05-23,2018-06-23,133.9311,9,7.2,1170,5,4.0,男,20,c04,c04,c04251,21,7.0,0.0,29.0,29.0,29.0,29.0,29.0,,1.0,0.5,1
135115,4500453,2018-09-22,2018-10-22,2173.3439,6,8.3,12730,1,,女,32,c03,c03,c03223,903,,,,,,,,,,,0
